"EEID"	"Full Name"	"Job Title"	"Department"	"Business Unit"	"Gender"	"Ethnicity"	"Age"	"Hire Date"	"Annual Salary"	"Bonus %"	"Country"	"City"	"Exit Date"
"E04903"	"Skylar Liu"	"Director"	"IT"	"Research & Development"	"Female"	"Asian"	"29"	"Sun Aug 09 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"161203"	"0.15"	"China"	"Chengdu"	""
"E04735"	"Nova Coleman"	"System Administrator"	"IT"	"Manufacturing"	"Female"	"Caucasian"	"44"	"Wed Dec 13 2006 00:00:00 GMT-0500 (アメリカ東部標準時)"	"74738"	"0"	"United States"	"Miami"	""
"E02850"	"Evelyn Dinh"	"Director"	"Sales"	"Research & Development"	"Female"	"Asian"	"41"	"Fri Aug 10 2018 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"171173"	"0.21"	"United States"	"Columbus"	""
"E03583"	"Brooks Marquez"	"Vice President"	"Sales"	"Corporate"	"Male"	"Latino"	"61"	"Tue Sep 24 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"201464"	"0.37"	"United States"	"Chicago"	""
"E02017"	"Connor Joseph"	"Director"	"Human Resources"	"Corporate"	"Male"	"Caucasian"	"50"	"Wed Jul 22 1998 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"174895"	"0.15"	"United States"	"Chicago"	""
"E01642"	"Mia Lam"	"Sr. Manger"	"IT"	"Manufacturing"	"Female"	"Asian"	"49"	"Tue Apr 18 2006 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"134486"	"0.14"	"United States"	"Austin"	""
"E04379"	"Scarlett Rodriguez"	"Sr. Analyst"	"Finance"	"Manufacturing"	"Female"	"Latino"	"60"	"Sat Feb 24 2007 00:00:00 GMT-0500 (アメリカ東部標準時)"	"71699"	"0"	"Brazil"	"Manaus"	""
"E04131"	"Cora Rivera"	"Sr. Analyst"	"Marketing"	"Corporate"	"Female"	"Latino"	"42"	"Sat Jan 02 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"94430"	"0"	"United States"	"Seattle"	""
"E02872"	"Liam Jung"	"Manager"	"Finance"	"Corporate"	"Male"	"Asian"	"39"	"Thu Jan 14 2010 00:00:00 GMT-0500 (アメリカ東部標準時)"	"103504"	"0.07"	"China"	"Chengdu"	""
"E02331"	"Sophia Huynh"	"Enterprise Architect"	"IT"	"Manufacturing"	"Female"	"Asian"	"55"	"Tue Aug 09 2005 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"92771"	"0"	"United States"	"Miami"	""
"E00417"	"Athena Carrillo"	"Analyst II"	"Finance"	"Speciality Products"	"Female"	"Latino"	"39"	"Thu Apr 06 2006 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"71531"	"0"	"United States"	"Columbus"	""
"E04267"	"Greyson Sanders"	"Cloud Infrastructure Architect"	"IT"	"Speciality Products"	"Male"	"Black"	"28"	"Wed Mar 06 2019 00:00:00 GMT-0500 (アメリカ東部標準時)"	"90304"	"0"	"United States"	"Chicago"	""
"E03061"	"Vivian Lewis"	"Manager"	"Marketing"	"Manufacturing"	"Female"	"Caucasian"	"65"	"Wed Sep 07 2011 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"104903"	"0.1"	"United States"	"Columbus"	""
"E00013"	"Elena Vang"	"Analyst"	"Finance"	"Corporate"	"Female"	"Asian"	"52"	"Tue Feb 19 2019 00:00:00 GMT-0500 (アメリカ東部標準時)"	"55859"	"0"	"China"	"Beijing"	""
"E04265"	"Natalia Diaz"	"Operations Engineer"	"Engineering"	"Corporate"	"Female"	"Latino"	"62"	"Thu Oct 12 2006 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"79785"	"0"	"United States"	"Austin"	""
"E04769"	"Mila Leung"	"Sr. Analyst"	"Marketing"	"Corporate"	"Female"	"Asian"	"39"	"Mon Nov 05 2007 00:00:00 GMT-0500 (アメリカ東部標準時)"	"99017"	"0"	"China"	"Beijing"	""
"E03042"	"Ava Nelson"	"Systems Analyst"	"IT"	"Manufacturing"	"Female"	"Caucasian"	"63"	"Wed Apr 01 1992 00:00:00 GMT-0500 (アメリカ東部標準時)"	"53809"	"0"	"United States"	"Phoenix"	""
"E00527"	"Mateo Chu"	"Field Engineer"	"Engineering"	"Speciality Products"	"Male"	"Asian"	"27"	"Thu Apr 16 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"71864"	"0"	"China"	"Chengdu"	""
"E01095"	"Isla Lai"	"Vice President"	"Finance"	"Corporate"	"Female"	"Asian"	"37"	"Tue Dec 06 2011 00:00:00 GMT-0500 (アメリカ東部標準時)"	"225558"	"0.33"	"China"	"Shanghai"	""
"E03131"	"Ezekiel Reed"	"Sr. Manger"	"IT"	"Manufacturing"	"Male"	"Caucasian"	"37"	"Tue Feb 25 2014 00:00:00 GMT-0500 (アメリカ東部標準時)"	"128984"	"0.12"	"United States"	"Miami"	"Sat May 01 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E01713"	"Nolan Guzman"	"Field Engineer"	"Engineering"	"Speciality Products"	"Male"	"Latino"	"46"	"Sun Jun 20 1999 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"96997"	"0"	"Brazil"	"Sao Paulo"	""
"E00128"	"Everleigh Espinoza"	"Director"	"Human Resources"	"Manufacturing"	"Female"	"Latino"	"54"	"Mon Jan 22 2018 00:00:00 GMT-0500 (アメリカ東部標準時)"	"176294"	"0.28"	"United States"	"Austin"	""
"E03849"	"Evelyn Jung"	"Analyst"	"Sales"	"Research & Development"	"Female"	"Asian"	"30"	"Sun Feb 14 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"48340"	"0"	"China"	"Beijing"	""
"E02464"	"Sophie Silva"	"Vice President"	"Engineering"	"Corporate"	"Female"	"Latino"	"28"	"Thu Jul 06 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"240488"	"0.4"	"Brazil"	"Rio de Janerio"	""
"E00306"	"Mateo Williams"	"Enterprise Architect"	"IT"	"Manufacturing"	"Male"	"Caucasian"	"40"	"Sat Jan 22 2011 00:00:00 GMT-0500 (アメリカ東部標準時)"	"97339"	"0"	"United States"	"Austin"	""
"E03737"	"Kennedy Rahman"	"Vice President"	"Human Resources"	"Manufacturing"	"Female"	"Asian"	"49"	"Fri Feb 28 2003 00:00:00 GMT-0500 (アメリカ東部標準時)"	"211291"	"0.37"	"China"	"Chongqing"	""
"E02783"	"Levi Mendez"	"Vice President"	"Sales"	"Research & Development"	"Male"	"Latino"	"39"	"Tue Aug 23 2011 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"249506"	"0.3"	"Brazil"	"Rio de Janerio"	""
"E02939"	"Julian Fong"	"Quality Engineer"	"Engineering"	"Speciality Products"	"Male"	"Asian"	"61"	"Fri Nov 22 2002 00:00:00 GMT-0500 (アメリカ東部標準時)"	"80950"	"0"	"China"	"Chongqing"	""
"E02706"	"Nevaeh Kang"	"Automation Engineer"	"Engineering"	"Research & Development"	"Female"	"Asian"	"46"	"Sun Jan 10 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"86538"	"0"	"China"	"Chengdu"	""
"E00170"	"Hannah Nelson"	"Sr. Analyst"	"Marketing"	"Speciality Products"	"Female"	"Caucasian"	"35"	"Sat Sep 07 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"70992"	"0"	"United States"	"Austin"	""
"E01425"	"Anthony Rogers"	"Vice President"	"Engineering"	"Corporate"	"Male"	"Caucasian"	"33"	"Thu Jun 18 2015 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"205314"	"0.3"	"United States"	"Columbus"	""
"E00130"	"Paisley Kang"	"Vice President"	"Human Resources"	"Corporate"	"Female"	"Asian"	"61"	"Fri Mar 10 2017 00:00:00 GMT-0500 (アメリカ東部標準時)"	"196951"	"0.33"	"China"	"Beijing"	""
"E02094"	"Matthew Gupta"	"Network Engineer"	"IT"	"Speciality Products"	"Male"	"Asian"	"45"	"Sun Sep 18 2005 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"67686"	"0"	"China"	"Beijing"	""
"E03567"	"Silas Chavez"	"Technical Architect"	"IT"	"Research & Development"	"Male"	"Latino"	"51"	"Tue Apr 15 2008 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"86431"	"0"	"United States"	"Columbus"	""
"E04682"	"Colton Thao"	"Manager"	"Human Resources"	"Manufacturing"	"Male"	"Asian"	"55"	"Thu Nov 16 1995 00:00:00 GMT-0500 (アメリカ東部標準時)"	"125936"	"0.08"	"China"	"Chongqing"	""
"E00957"	"Genesis Perry"	"Sr. Manger"	"Sales"	"Corporate"	"Female"	"Caucasian"	"46"	"Thu Jul 18 2013 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"149712"	"0.14"	"United States"	"Columbus"	""
"E04458"	"Alexander Bryant"	"Field Engineer"	"Engineering"	"Speciality Products"	"Male"	"Caucasian"	"30"	"Sat Oct 02 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"88758"	"0"	"United States"	"Seattle"	""
"E01499"	"Elias Zhang"	"Solutions Architect"	"IT"	"Research & Development"	"Male"	"Asian"	"54"	"Sat Jul 13 2013 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"83639"	"0"	"China"	"Beijing"	""
"E00521"	"Lily Carter"	"Network Architect"	"IT"	"Research & Development"	"Female"	"Caucasian"	"54"	"Mon May 18 1998 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"68268"	"0"	"United States"	"Phoenix"	""
"E03717"	"Joseph Ruiz"	"Field Engineer"	"Engineering"	"Manufacturing"	"Male"	"Latino"	"45"	"Tue Feb 26 2002 00:00:00 GMT-0500 (アメリカ東部標準時)"	"75819"	"0"	"Brazil"	"Sao Paulo"	""
"E01533"	"Avery Bailey"	"Sr. Analyst"	"Sales"	"Speciality Products"	"Female"	"Caucasian"	"49"	"Wed May 15 1996 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"86658"	"0"	"United States"	"Phoenix"	""
"E04449"	"Miles Hsu"	"Analyst II"	"Finance"	"Research & Development"	"Male"	"Asian"	"55"	"Sun Mar 16 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"74552"	"0"	"China"	"Chengdu"	""
"E02855"	"Piper Cheng"	"Enterprise Architect"	"IT"	"Manufacturing"	"Female"	"Asian"	"62"	"Sun Mar 15 2009 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"82839"	"0"	"United States"	"Miami"	""
"E00816"	"Skylar Watson"	"Network Architect"	"IT"	"Speciality Products"	"Female"	"Caucasian"	"28"	"Fri Oct 08 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"64475"	"0"	"United States"	"Phoenix"	""
"E02283"	"Jaxon Park"	"Network Architect"	"IT"	"Manufacturing"	"Male"	"Asian"	"33"	"Fri Jul 24 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"69453"	"0"	"China"	"Chengdu"	""
"E04888"	"Elijah Henry"	"Manager"	"IT"	"Corporate"	"Male"	"Caucasian"	"32"	"Fri Jan 03 2014 00:00:00 GMT-0500 (アメリカ東部標準時)"	"127148"	"0.1"	"United States"	"Miami"	""
"E03907"	"Camila Watson"	"Vice President"	"Finance"	"Speciality Products"	"Female"	"Caucasian"	"32"	"Tue Jan 02 2018 00:00:00 GMT-0500 (アメリカ東部標準時)"	"190253"	"0.33"	"United States"	"Austin"	""
"E02166"	"Lucas Thomas"	"Manager"	"Accounting"	"Research & Development"	"Male"	"Caucasian"	"55"	"Fri Apr 28 2000 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"115798"	"0.05"	"United States"	"Miami"	""
"E00431"	"Skylar Doan"	"Sr. Business Partner"	"Human Resources"	"Research & Development"	"Female"	"Asian"	"58"	"Sun Aug 21 1994 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"93102"	"0"	"United States"	"Seattle"	"Fri Dec 13 2013 00:00:00 GMT-0500 (アメリカ東部標準時)"
"E01501"	"Hudson Liu"	"Engineering Manager"	"Engineering"	"Speciality Products"	"Male"	"Asian"	"34"	"Thu Nov 16 2017 00:00:00 GMT-0500 (アメリカ東部標準時)"	"110054"	"0.15"	"United States"	"Miami"	""
"E01141"	"Gianna Williams"	"Quality Engineer"	"Engineering"	"Research & Development"	"Female"	"Black"	"27"	"Thu Jan 28 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"95786"	"0"	"United States"	"Chicago"	""
"E02254"	"Jaxson Sandoval"	"Sr. Analyst"	"Sales"	"Speciality Products"	"Male"	"Latino"	"61"	"Wed May 03 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"90855"	"0"	"Brazil"	"Sao Paulo"	""
"E04504"	"Jameson Alvarado"	"Enterprise Architect"	"IT"	"Manufacturing"	"Male"	"Latino"	"47"	"Sun Mar 14 1999 00:00:00 GMT-0500 (アメリカ東部標準時)"	"92897"	"0"	"Brazil"	"Sao Paulo"	""
"E03394"	"Joseph Ly"	"Vice President"	"Marketing"	"Speciality Products"	"Male"	"Asian"	"40"	"Sat Feb 28 2009 00:00:00 GMT-0500 (アメリカ東部標準時)"	"242919"	"0.31"	"China"	"Chongqing"	""
"E02942"	"Daniel Richardson"	"Director"	"Engineering"	"Speciality Products"	"Male"	"Caucasian"	"30"	"Sun May 20 2018 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"184368"	"0.29"	"United States"	"Austin"	""
"E04130"	"Elias Figueroa"	"Sr. Manger"	"Finance"	"Corporate"	"Male"	"Latino"	"45"	"Fri Dec 24 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"144754"	"0.15"	"United States"	"Phoenix"	""
"E02848"	"Emma Brooks"	"Sr. Account Representative"	"Sales"	"Research & Development"	"Female"	"Caucasian"	"30"	"Sun Dec 18 2016 00:00:00 GMT-0500 (アメリカ東部標準時)"	"89458"	"0"	"United States"	"Austin"	""
"E00085"	"Isla Wong"	"Vice President"	"Accounting"	"Corporate"	"Female"	"Asian"	"56"	"Sun Mar 16 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"190815"	"0.4"	"United States"	"Austin"	""
"E03956"	"Everly Walker"	"Sr. Manger"	"Sales"	"Research & Development"	"Female"	"Caucasian"	"62"	"Mon Aug 02 1999 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"137995"	"0.14"	"United States"	"Austin"	""
"E00672"	"Mila Pena"	"Sr. Business Partner"	"Human Resources"	"Manufacturing"	"Female"	"Latino"	"45"	"Fri Dec 21 2007 00:00:00 GMT-0500 (アメリカ東部標準時)"	"93840"	"0"	"Brazil"	"Manaus"	""
"E04618"	"Mason Zhao"	"Technical Architect"	"IT"	"Research & Development"	"Male"	"Asian"	"46"	"Tue Oct 26 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"94790"	"0"	"China"	"Chongqing"	""
"E03506"	"Jaxson Mai"	"Vice President"	"Human Resources"	"Research & Development"	"Male"	"Asian"	"48"	"Sat Mar 08 2014 00:00:00 GMT-0500 (アメリカ東部標準時)"	"197367"	"0.39"	"United States"	"Austin"	""
"E00568"	"Ava Garza"	"Director"	"Accounting"	"Manufacturing"	"Female"	"Latino"	"27"	"Mon Jun 25 2018 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"174097"	"0.21"	"United States"	"Phoenix"	""
"E00535"	"Nathan Mendez"	"Manager"	"IT"	"Speciality Products"	"Male"	"Latino"	"53"	"Tue Oct 31 2006 00:00:00 GMT-0500 (アメリカ東部標準時)"	"120128"	"0.1"	"United States"	"Austin"	""
"E04630"	"Maria Griffin"	"Manager"	"Marketing"	"Manufacturing"	"Female"	"Caucasian"	"59"	"Wed Apr 25 2007 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"129708"	"0.05"	"United States"	"Miami"	""
"E00874"	"Alexander Choi"	"Manager"	"Marketing"	"Research & Development"	"Male"	"Asian"	"55"	"Sun Sep 18 1994 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"102270"	"0.1"	"United States"	"Chicago"	""
"E01546"	"Maria Hong"	"Vice President"	"Finance"	"Speciality Products"	"Female"	"Asian"	"43"	"Sun Jul 31 2005 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"249686"	"0.31"	"China"	"Chongqing"	""
"E00941"	"Sophie Ali"	"Analyst"	"Finance"	"Manufacturing"	"Female"	"Asian"	"55"	"Thu Mar 28 2002 00:00:00 GMT-0500 (アメリカ東部標準時)"	"50475"	"0"	"United States"	"Columbus"	""
"E03446"	"Julian Ross"	"Manager"	"Marketing"	"Research & Development"	"Male"	"Caucasian"	"51"	"Thu Jul 02 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"100099"	"0.08"	"United States"	"Miami"	""
"E01361"	"Emma Hill"	"IT Coordinator"	"IT"	"Manufacturing"	"Female"	"Caucasian"	"54"	"Tue Dec 27 2016 00:00:00 GMT-0500 (アメリカ東部標準時)"	"41673"	"0"	"United States"	"Miami"	""
"E01631"	"Leilani Yee"	"Sr. Analyst"	"Marketing"	"Speciality Products"	"Female"	"Asian"	"47"	"Wed Jul 12 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"70996"	"0"	"China"	"Chengdu"	""
"E03719"	"Jack Brown"	"Analyst"	"Marketing"	"Corporate"	"Male"	"Caucasian"	"55"	"Tue Dec 07 2004 00:00:00 GMT-0500 (アメリカ東部標準時)"	"40752"	"0"	"United States"	"Phoenix"	""
"E03269"	"Charlotte Chu"	"Network Engineer"	"IT"	"Manufacturing"	"Female"	"Asian"	"50"	"Tue Jan 23 2001 00:00:00 GMT-0500 (アメリカ東部標準時)"	"97537"	"0"	"China"	"Chengdu"	""
"E01037"	"Jeremiah Chu"	"IT Systems Architect"	"IT"	"Research & Development"	"Male"	"Asian"	"31"	"Sat Sep 12 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"96567"	"0"	"China"	"Shanghai"	""
"E00671"	"Miles Cho"	"Systems Analyst"	"IT"	"Speciality Products"	"Male"	"Asian"	"47"	"Wed Mar 10 1999 00:00:00 GMT-0500 (アメリカ東部標準時)"	"49404"	"0"	"China"	"Beijing"	""
"E02216"	"Caleb Marquez"	"IT Systems Architect"	"IT"	"Research & Development"	"Male"	"Latino"	"29"	"Tue Oct 15 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"66819"	"0"	"Brazil"	"Rio de Janerio"	""
"E02803"	"Eli Soto"	"Analyst"	"Marketing"	"Speciality Products"	"Male"	"Latino"	"38"	"Mon May 02 2016 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"50784"	"0"	"Brazil"	"Rio de Janerio"	""
"E01584"	"Carter Mejia"	"Sr. Manger"	"Human Resources"	"Research & Development"	"Male"	"Latino"	"29"	"Thu May 09 2019 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"125828"	"0.15"	"Brazil"	"Sao Paulo"	""
"E02489"	"Ethan Clark"	"Sr. Business Partner"	"Human Resources"	"Manufacturing"	"Male"	"Caucasian"	"33"	"Fri Aug 04 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"92610"	"0"	"United States"	"Columbus"	""
"E03189"	"Asher Jackson"	"Sr. Manger"	"Sales"	"Speciality Products"	"Male"	"Caucasian"	"50"	"Tue Mar 25 2003 00:00:00 GMT-0500 (アメリカ東部標準時)"	"123405"	"0.13"	"United States"	"Columbus"	""
"E03560"	"Ayla Ng"	"Account Representative"	"Sales"	"Manufacturing"	"Female"	"Asian"	"46"	"Sat Mar 20 2004 00:00:00 GMT-0500 (アメリカ東部標準時)"	"73004"	"0"	"China"	"Beijing"	""
"E00769"	"Jose Kang"	"Engineering Manager"	"Engineering"	"Corporate"	"Male"	"Asian"	"57"	"Sun Apr 25 1999 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"95061"	"0.1"	"China"	"Shanghai"	""
"E02791"	"Aubrey Romero"	"Director"	"Sales"	"Corporate"	"Female"	"Latino"	"49"	"Thu Apr 02 1998 00:00:00 GMT-0500 (アメリカ東部標準時)"	"160832"	"0.3"	"United States"	"Phoenix"	""
"E02333"	"Jaxson Wright"	"Service Desk Analyst"	"IT"	"Manufacturing"	"Male"	"Black"	"54"	"Tue Dec 28 2010 00:00:00 GMT-0500 (アメリカ東部標準時)"	"64417"	"0"	"United States"	"Columbus"	""
"E01002"	"Elias Ali"	"Manager"	"Sales"	"Corporate"	"Male"	"Asian"	"28"	"Fri Mar 19 2021 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"127543"	"0.06"	"China"	"Shanghai"	""
"E03520"	"Nolan Pena"	"Analyst"	"Marketing"	"Manufacturing"	"Male"	"Latino"	"30"	"Thu Jun 21 2018 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"56154"	"0"	"Brazil"	"Sao Paulo"	""
"E00752"	"Luna Liu"	"Vice President"	"Sales"	"Manufacturing"	"Female"	"Asian"	"36"	"Sat Feb 22 2014 00:00:00 GMT-0500 (アメリカ東部標準時)"	"218530"	"0.3"	"China"	"Shanghai"	""
"E00233"	"Brooklyn Reyes"	"Service Desk Analyst"	"IT"	"Manufacturing"	"Female"	"Latino"	"36"	"Thu Dec 19 2019 00:00:00 GMT-0500 (アメリカ東部標準時)"	"91954"	"0"	"United States"	"Columbus"	""
"E02639"	"Hadley Parker"	"Vice President"	"Marketing"	"Corporate"	"Female"	"Black"	"30"	"Wed Sep 21 2016 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"221217"	"0.32"	"United States"	"Columbus"	"Mon Sep 25 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"
"E00697"	"Jonathan Chavez"	"System Administrator"	"IT"	"Manufacturing"	"Male"	"Latino"	"29"	"Thu May 11 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"87536"	"0"	"United States"	"Seattle"	""
"E02183"	"Sarah Ayala"	"Analyst"	"Sales"	"Corporate"	"Female"	"Latino"	"47"	"Tue Jun 09 2015 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"41429"	"0"	"United States"	"Seattle"	""
"E00715"	"Elijah Kang"	"Vice President"	"Engineering"	"Manufacturing"	"Male"	"Asian"	"35"	"Mon Oct 10 2011 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"245482"	"0.39"	"United States"	"Seattle"	""
"E04288"	"Ella White"	"Development Engineer"	"Engineering"	"Manufacturing"	"Female"	"Caucasian"	"25"	"Mon Jan 20 2020 00:00:00 GMT-0500 (アメリカ東部標準時)"	"71359"	"0"	"United States"	"Phoenix"	""
"E02421"	"Jordan Truong"	"Director"	"Engineering"	"Speciality Products"	"Male"	"Asian"	"45"	"Thu Aug 28 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"183161"	"0.22"	"United States"	"Miami"	""
"E00523"	"Daniel Jordan"	"Network Administrator"	"IT"	"Corporate"	"Male"	"Caucasian"	"58"	"Mon Jul 26 1993 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"69260"	"0"	"United States"	"Phoenix"	""
"E03615"	"Daniel Dixon"	"Operations Engineer"	"Engineering"	"Speciality Products"	"Male"	"Caucasian"	"51"	"Sat Oct 09 1999 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"95639"	"0"	"United States"	"Austin"	""
"E02761"	"Luca Duong"	"Manager"	"Human Resources"	"Research & Development"	"Male"	"Asian"	"48"	"Wed Jun 30 2004 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"120660"	"0.07"	"China"	"Chengdu"	""
"E02121"	"Levi Brown"	"Sr. Analyst"	"Sales"	"Corporate"	"Male"	"Black"	"36"	"Sun Dec 26 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"75119"	"0"	"United States"	"Chicago"	""
"E01486"	"Mason Cho"	"Vice President"	"Accounting"	"Research & Development"	"Male"	"Asian"	"59"	"Wed May 18 2011 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"192213"	"0.4"	"United States"	"Chicago"	""
"E00725"	"Nova Herrera"	"Account Representative"	"Sales"	"Speciality Products"	"Female"	"Latino"	"45"	"Sat May 10 2014 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"65047"	"0"	"Brazil"	"Sao Paulo"	""
"E03027"	"Elijah Watson"	"Sr. Manger"	"Sales"	"Manufacturing"	"Male"	"Caucasian"	"29"	"Thu Mar 16 2017 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"151413"	"0.15"	"United States"	"Seattle"	""
"E03689"	"Wesley Gray"	"Sr. Analyst"	"Accounting"	"Speciality Products"	"Male"	"Caucasian"	"62"	"Tue Apr 22 2003 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"76906"	"0"	"United States"	"Seattle"	""
"E01986"	"Wesley Sharma"	"Manager"	"IT"	"Corporate"	"Male"	"Asian"	"51"	"Wed Feb 23 1994 00:00:00 GMT-0500 (アメリカ東部標準時)"	"122802"	"0.05"	"China"	"Shanghai"	""
"E01286"	"Mateo Mendez"	"Development Engineer"	"Engineering"	"Research & Development"	"Male"	"Latino"	"47"	"Tue Jul 14 1998 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"99091"	"0"	"United States"	"Austin"	""
"E01409"	"Jose Molina"	"Controls Engineer"	"Engineering"	"Manufacturing"	"Male"	"Latino"	"40"	"Thu Feb 28 2008 00:00:00 GMT-0500 (アメリカ東部標準時)"	"113987"	"0"	"Brazil"	"Manaus"	""
"E00626"	"Luna Simmons"	"Sr. Analyst"	"Finance"	"Corporate"	"Female"	"Caucasian"	"28"	"Fri Sep 04 2020 00:00:00 GMT-0400 (アメリカ東部夏時間)"	"95045"	"0"	"United States"	"Chicago"	""
"E04342"	"Samantha Barnes"	"Vice President"	"Marketing"	"Speciality Products"	"Female"	"Caucasian"	"29"	"Thu Jan 05 2017 00:00:00 GMT-0500 (アメリカ東部標準時)"	"190401"	"0.37"	"United States"	"Columbus"	""
"E03904"	"Hunter Ortiz"	"Sr. Analyst"	"Finance"	"Corporate"	"Male"	"Latino"	"46"	"Sun Jan 20 2013 00:00:00 GMT-0500 (アメリカ東部標準時)"	"86061"	"0"	"Brazil"	"Rio de Janerio"	""
"E01291"	"Thomas Aguilar"	"Sr. Account Representative"	"Sales"	"Speciality Products"	"Male"	"Latino"	"45"	"Wed Feb 10 2021 00:00:00 GMT-0500 (アメリカ東部標準時)"	"79882"	"0"	"United States"	"Phoenix"	""
